city,state,HotelName,Address,PhoneNumber,HotelWebsite,HotelRating,Spa,Airport shuttle,Business Center,Pool,Contactless check,Pet friendly,Free Wifi,Wheel-chair accessible,Complementary breakfast,Fitness Center,24 hr front desk,Valet Parking,Open bar,smoking
Philadelphia,PA,Stay Alfred at City Center,1201 Chestnut Street PhiladelphiaPennsylvania 19107,"",https://www.booking.com/hotel/us/commonwealth-by-stay-alfred.html,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Philadelphia,PA,Residence Inn  Valley ForgeCollegevill,500 Campus Drive CollegevillePennsylvania 19426,6108319400,http://www.marriott.com/hotels/travel/phlco-residence-inn-philadelphia-valley-forge-collegeville,3.0,1,0,1,1,0,0,0,1,1,1,1,1,0,0
Philadelphia,PA,AQ Rittenhouse,2021 Chestnut Steet PhiladelphiaPennsylvania 19103,2152974280,https://www.booking.com/hotel/us/aq-rittenhouse.html,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Philadelphia,PA,City House Hostel Old City Philly,325 Cherry Street PhiladelphiaPennsylvania 19106,2673187062,http://www.cityhousehostels.com/philadelphia/old-c,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Philadelphia,PA,Candlewood Suites Bensalem  Area,3908 Old Street Road BensalemPennsylvania 19020,2156451125,http://www.ihg.com/candlewood/hotels/us/en/bensalem/phlbs/hoteldetail,2.0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
Philadelphia,PA,Old City Apartments,40 South 3rd Street PhiladelphiaPennsylvania 19106,"",https://www.booking.com/hotel/us/old-city-apartments.htm,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Philadelphia,PA,Hamanassett Bed & Breakfast,115 Indian Springs Drive Chester HeightsPennsylvania 19063,6104593000,https://www.booking.com/hotel/us/hamanassett-bed-breakfast.html,3.0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
Philadelphia,PA,Fairfield Inn & Suites  Valley Forge great Valley,1005 Westlakes Drive BerwynPennsylvania 19312,4843244111,https://www.marriott.com/hotels/travel/phlig-fairf,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,1
Philadelphia,PA,The Touraine Rittenhouse,1520 Spruce Street PhiladelphiaPennsylvania 19102,2156000503,http://www.touraineapts.com/sleepover,3.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Philadelphia,PA,Roost East Market,1199 Ludlow Street PhiladelphiaPennsylvania 19107,2677379012,https://www.booking.com/hotel/us/roost-east-market.html,4.0,0,0,1,1,1,1,1,1,0,1,1,1,0,0
Philadelphia,PA,The Thomas Bond House Bed & Breakfast,129 South 2nd Street PhiladelphiaPennsylvania 19106-3039,2159238523,https://www.booking.com/hotel/us/thomas-bond-house.html,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Philadelphia,PA,Penn Lodge Hotel & Suites  Bensalem,4331 Old Lincoln Highway BensalemPennsylvania 19020,"",https://www.booking.com/hotel/us/penn-lodge.html,2.0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
Philadelphia,PA,Bed & Breakfast Antiques & Art Gallery,2353 East Cumberland Street PhiladelphiaPennsylvania 19125,"",https://www.booking.com/hotel/us/bnb-antiques-amp-art-gallery.html,2.0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
Philadelphia,PA,Home2 Suites By Hilton  Horsham,230 Veterans Way WarminsterPennsylvania 18974,2152596320,http://home2suites3.hilton.com/en/hotels/pennsylva,3.0,0,0,1,1,0,0,0,1,1,1,1,1,1,1
Philadelphia,PA,Homewood Suites by Hilton Horsham Willow Grove,"720 Blair Mill Rd, Horsham, PA 19044 United States",2158309400,https://www.booking.com/hotel/us/homewood-suites-by-hilton-horsham-willow-grove.htm,3.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Philadelphia,PA,Tru By Hilton Audubon Valley Forge,"825 Forge Avenue, Audubon PA 19403, United States",4842318722,https://www.booking.com/hotel/us/tru-by-hilton-audubon-valley-forge.htm,2.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
Philadelphia,PA,Home2 Suites By Hilton Glen Mills Chadds Ford,"75 Applied Bank Blvd, Glen Mills, PA 19342",6103584716,https://www.booking.com/hotel/us/home2-suites-by-hilton-glen-mills-chadds-ford.htm,3.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Philadelphia,PA,Home2 Suites By Hilton Ridley Park  Airport So,"145 Stewart Avenue, Ridley Park, PA 19078, United States",4844906605,https://www.booking.com/hotel/us/home2-suites-by-hilton-ridley-park-philadelphia-airport-so.htm,3.0,0,1,1,1,0,0,0,1,1,1,1,1,0,0
Philadelphia,PA,Candlewood Suites,"351 Welsh St, Chester, PA 19016 United States",6108743473,https://www.booking.com/hotel/us/candlewood-suites-chester---philadelphia.htm,2.0,0,0,1,0,0,0,0,1,0,1,1,1,1,0
Philadelphia,PA,Canopy By Hilton  Center City,"1180 Ludlow Street, Philadelphia PA 19107, United States",2152589400,https://www.booking.com/hotel/us/canopy-by-hilton-philadelphia-center-city.html,4.0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
Philadelphia,PA,Motto by Hilton  Rittenhouse Square,31 S 19th Street 19103,8004458667,https://www.booking.com/hotel/us/motto-by-hilton-philadelphia-rittenhouse-square.htm,3.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Philadelphia,PA,Inn at Fox Chase - BW Premier Collection,"3327 Street Rd, Bensalem, PA 19020, United States","",https://www.booking.com/hotel/us/inn-at-fox-chase---bw-premier-collection.htm,3.0,0,0,0,1,0,0,0,1,1,0,1,1,1,0
Philadelphia,PA,Hyatt Centric Center City,"1620 Chancellor St, Philadelphia BUILDING 2 PA 19107, United States",4802071578,https://www.booking.com/hotel/us/hyatt-centric-center-city-philadelphia.htm,3.0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
Philadelphia,PA,Residence Inn by Marriott  Bala Cynwyd,"615 RIGHTERS FERRY ROAD, Bala-Cynwyd, PA, 19004",6107470550,https://www.booking.com/hotel/us/residence-inn-by-marriott-philadelphia-bala-cynwyd.htm,3.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Philadelphia,PA,Renaissance Properties 15 & Chestnut,1510 Chestnut Street,2154692440,https://www.booking.com/hotel/us/renaissance-properties-15--chestnut.htm,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Philadelphia,PA,Candlewood Suites,351 Welsh St Chester,"",https://www.booking.com/hotel/us/candlewood-suites-chester.htm,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,PA,Renaissance Properties 21 and Chestnut,2101 Chestnut Street,2154692440,https://www.booking.com/hotel/us/renaissance-properties-21-and-chestnut.htm,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Philadelphia,PA,Cozy New Studio In Old City,224 Church Street Apartment # 408,7329101458,https://www.booking.com/hotel/us/cozy-new-studio-in-old-city.htm,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,PA,Studio In The Heart Of Old City,224 Church Street Apartment # 308,7329101458,https://www.booking.com/hotel/us/studio-in-the-heart-of-old-city.htm,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,PA,UrHomeInPhilly University City,3601 Market Street,8009139484,https://www.booking.com/hotel/us/urhomeinphilly-university-city.htm,3.0,0,0,1,1,1,0,0,1,0,1,0,1,0,0
Philadelphia,PA,Rittenhouse Square 2BR Apartment,2135 Walnut Street,2154692440,https://www.booking.com/hotel/us/rittenhouse-square-2br-apartment.htm,3.0,1,1,1,0,0,0,0,1,0,1,0,1,0,0
Philadelphia,PA,Renaissance Properties 728 Market Street,728 Market Street,2154692440,https://www.booking.com/hotel/us/renaissance-properties-728-market-street.htm,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Philadelphia,PA,Cook City Suites Locust Street,1500 Locust Street #2206,2158734501,https://www.booking.com/hotel/us/cook-city-suites-locust-street.htm,3.0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
Philadelphia,PA,Stylish Studio In Old City,224 Church Street,9738428234,https://www.booking.com/hotel/us/stylish-studio-in-old-city.htm,3.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Philadelphia,PA,Downtown Philly Apartments by NUOVO,42 S 15th St,3053593510,https://www.booking.com/hotel/us/downtown-philly-apartments-by-nuovo.htm,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Philadelphia,PA,Theu Bnb,1128 S 47Th St,9175962628,https://www.booking.com/hotel/us/theu-bnb.htm,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Philadelphia,PA,Center City Philly Apartments by NUOVO,42 S 15Th St,3053593510,https://www.booking.com/hotel/us/center-city-philly-apartments-by-nuovo.htm,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,PA,Urban Perch,100 N 17Th St,2679903316,https://www.booking.com/hotel/us/urban-perch.htm,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Philadelphia,PA,Contemporary Museum District Suites By Sonder,1600 Callowhill Street,6173000956,https://www.booking.com/hotel/us/contemporary-museum-district-suites-by-sonder.htm,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Philadelphia,PA,3bds & 2bath Entire Private Unit,354 East Wyoming Avenue,2676996019,https://www.booking.com/hotel/us/3bds--2bath-entire-private-unit.htm,3.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Philadelphia,PA,Oakwood At Icon,1616 Walnut Street,2158734501,https://www.booking.com/hotel/us/oakwood-at-icon.htm,4.0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
Philadelphia,PA,Gorgeous Parking Park Front,306 Federal St,"",https://www.booking.com/hotel/us/gorgeous-parking-park-front.html,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
Philadelphia,PA,City Center Philly Brownstone,2031 Chestnut Street,2152517067,https://www.booking.com/hotel/us/city-center-philly-brownstone.htm,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Philadelphia,PA,Strawberry House  Old City,4 Strawberry St,2158807160,https://www.booking.com/hotel/us/strawberry-house-philadelphia-old-city.htm,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Philadelphia,PA,China Garden Center City Convention Center Chinatown,1017 Arch St,6172835075,https://www.booking.com/hotel/us/china-garden-center-city-convention-center-chinatown.htm,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Bellmawr,NJ,Travelodge by Wyndham,341 S Black Horse Pike Ste B New Jersey Turnpike Exit 3Route 168 NorthBellmawr,8569310700,http://www.hojo.com/hotels/new-jersey/bellmawr/howard-johnson-express-inn-bellmawr/hotel-overview?cid=local&iata=00065402&iata=00065402,2.0,0,0,1,0,0,0,0,1,1,1,1,1,0,1
Bellmawr,NJ,Super 8 By Wyndham  Nj philadelphia Pa Area,341 South Black Horse Pike BellmawrNew Jersey 08031,8569337800,http://www.super8.com/hotels/new-jersey/bellmawr/super-8-bellmawr-nj-philadelphia-pa-area/hotel-overview?cid=local,2.0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
Bellmawr,NJ,Red Carpet Inn,418 US 130 BrooklawnNew Jersey 08030,8564564321,https://www.booking.com/hotel/us/red-carpet-inn-brooklawn.html,2.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Bellmawr,NJ,Red Roof Inn & Suites,217 South Black Horse Pike BellmawrNew Jersey 08031,8569311010,https://www.redroof.com/property/Bellmawr/NJ/080312312/-/RRI332,2.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
Bellmawr,NJ,Econo Lodge,301 S. Black Horse Pk. 08031 2314 Bellmawr BellmawrNew Jersey 08031-2314,8569312800,https://www.booking.com/hotel/us/econolodge-bellmawr.html,2.0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Mount Ephraim,NJ,Budget Inn and Suites,310 North Blackhorse Pike Mount EphraimNew Jersey 08059,8569314730,https://www.booking.com/hotel/us/budget-inn-and-suites.html,2.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Thorofare,NJ,Best Western  South - West Deptford Inn,98 Friars Blvd ThorofareNew Jersey 08086,8568484111,http://www.westdeptfordinn.com/,2.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Thorofare,NJ,Westwood Motor Lodge,660 Crown Point Road ThorofareNew Jersey 08086,8568488543,https://www.booking.com/hotel/us/westwood-motor-lodge.html,2.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Lawrenceville,NJ,Quality Inn Near Princeton,3270 US Route 1 North LawrencevilleNew Jersey 08648,6098963700,https://www.choicehotels.com/new-jersey/lawrenceville/quality-inn-hotels/nj216?source=gyxt,2.0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
Lawrenceville,NJ,Howard Johnson Princeton,2995 Brunswick Pike LawrencevilleNew Jersey 08648,6098961100,https://www.booking.com/hotel/us/howard-johnson-princeton-lawrenceville.html,2.0,0,0,0,1,0,1,1,1,0,0,1,1,1,0
Lawrenceville,NJ,Red Roof Inn Princeton Ewing,3203 Brunswick Pike Building A LawrencevilleNew Jersey 08648,6098963388,http://www.redroof.com/property/Lawrenceville/NJ/08648-2409/Hotels-close-to-Princeton-University-I-95/RRI111/,2.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
Lawrenceville,NJ,Mounts Motel,2984 US Highway 1 LawrencevilleNew Jersey 08648,"",https://www.booking.com/hotel/us/mounts-motel.html,2.0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
Lawrenceville,NJ,Hilton Garden Inn Princeton  NJ,1300 Lenox Drive Lawrenceville,"",http://hiltongardeninn3.hilton.com/en/hotels/new-j,3.0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
Pemberton,NJ,Isaac Hilliard House,31 Hanover St PembertonNew Jersey 08068-1128,6098940756,http://www.isaachilliardhouse.com,2.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Pemberton,NJ,City's Escape,Saint John Street,8569520102,https://www.booking.com/hotel/us/citys-escape.htm,3.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Reno,NV,Club Cal Neva- Virginian Hotel Casino,38 East 2nd Street RenoNevada 89501,8777777303,http://www.clubcalneva.com/,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Reno,NV,Howard Johnson by Wyndham  Downtown,660 North Virginia Street Exit I-80RenoNevada 89501-1027,7757864032,https://www.booking.com/hotel/us/howard-johnson-by-wyndham-reno-downtown.htm,2.0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
Reno,NV,Grand Sierra Resort and Casino,2500 E 2Nd St Reno89595 Nevada,7757892000,http://www.grandsierraresort.com,4.0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Reno,NV,Silver Legacy Resort Casino at THE ROW,407 N. Virginia Street RenoNevada 89501,7753294777,http://www.silverlegacy.com,4.0,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Reno,NV,Ramada  Hotel and Casino,1000 East 6th Street RenoNevada 89512,7757865151,http://www.ramada.com/hotels/nevada/reno/ramada-reno-hotel-and-casino/hotel-overview?WID=LC:RA:20160226:RIO:Local:SM-ramotn,3.0,0,0,1,0,1,0,0,1,1,1,1,1,0,0
Reno,NV,Hyatt Place  Tahoe Airport,1790 East Plumb Lane Reno 89502Nevada,7758262500,http://renotahoeairport.place.hyatt.com/hyatt/hotels/place/index.jsp,3.0,0,1,1,1,1,0,0,1,1,1,1,1,1,0
Reno,NV,Circus Circus Hotel Casino  at THE ROW,500 N Sierra St RenoNevada 89503,7753290711,http://www.circusreno.com/,4.0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
Reno,NV,Aiden by Best Western at South,5851 South Virginia Street RenoNevada 89502,7758252940,http://www.daysinn.com/hotels/nevada/reno/days-inn,3.0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
Reno,NV,Atlantis Casino Resort Spa Featuring Concierge Hotel Tower,3800 S Virginia Street RenoNevada 89502,7758254700,http://www.atlantiscasino.com,4.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1
Reno,NV,Nugget Casino Resort,1100 Nugget Avenue 89431 Sparks,7753563300,http://www.nuggetcasinoresort.com,4.0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
Reno,NV,Western Village Inn & Casino at the Marina,815 Nicholas Blvd. SparksNevada 89434,7753311069,http://www.westernvillagesparks.com/hotel.asp,3.0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
Reno,NV,Comfort Inn & Suites Airport,1250 E Plumb Ln RenoNV 89502,7756824444,https://www.choicehotels.com/nevada/reno/comfort-inn-hotels/nv064?source=gyxt,2.0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
Reno,NV,Legacy Vacation Resorts,140 Court Street RenoNV 89501,7753294251,http://www.legacyvacationresorts.com/nevada/vacation-club-en.html,3.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Reno,NV,La Quinta Inn,4001 Market Street RenoNV 89502,7753486100,http://www.lq.com,2.0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
Reno,NV,Desert Rose Inn,655 West 4th Street RenoNV 89503,7753293451,https://www.booking.com/hotel/us/desert-rose-inn.htm,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Reno,NV,Sands Regency Casino Hotel,345 N. Arlington Avenue RenoNevada 89501,7753482200,http://www.sandsregency.com/,3.0,1,0,0,1,1,0,0,1,1,0,1,1,1,1
Reno,NV,Best Western Plus Boomtown Casino Hotel,2100 Garson Road VerdiNevada 89439,8777266686,http://boomtownreno.com/hotel/,2.0,0,0,1,1,1,0,0,1,1,1,1,1,1,1
Reno,NV,Club Lakeridge Resort,6028 Plumas Street RenoNevada 89509,7758295006,https://www.extraholidays.com/reno-nevada/club-lakeridge-resort-location.aspx,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Reno,NV,Courtyard,6855 South Virginia Street RenoNevada 89511,7758518300,http://www.marriott.com/hotels/travel/rnocy-courtyard-reno/,3.0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
Reno,NV,Peppermill Resort Spa Casino,2707 South Virginia Street RenoNevada 89502,7758262121,http://www.peppermillreno.com,4.0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
Reno,NV,Harrah's  Hotel & Casino,219 North Center Street RenoNevada 89501,7757863232,http://www.harrahsreno.com/casinos/harrahs-reno/hotel-casino/property-home.shtml,3.0,0,1,1,1,1,0,0,1,0,1,1,1,0,1
Reno,NV,Americas Best Value Inn,"East 7Th St., 701 Reno",7757864070,http://www.daysinn.com/hotels/nevada/reno/days-inn-reno/hotel-overview?WID=LC:DI:20160226:RIO:Local:SM-dimotn,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reno,NV,Eldorado Hotel Casino,345 North Virginia Street RenoNevada 89501,7757865700,http://www.eldoradoreno.com/,4.0,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Reno,NV,Extended Stay America  South Meadows,9795 Gateway Drive RenoNV 89521,7758525611,https://www.booking.com/hotel/us/extended-stay-america-reno-south-meadows.htm,2.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Reno,NV,Fairfield Inn & Suites,2085 Brierley Way SparksNevada 89434,7753557700,http://www.marriott.co.uk/hotels/travel/rnofi-fairfield-inn-and-suites-reno-sparks/,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Reno,NV,Whitney Peak Hotel,255 N Virginia St RenoNV 89501,7753985400,http://whitneypeakhotel.com/,3.0,0,0,1,0,0,0,0,1,1,1,1,1,0,0
Reno,NV,Hampton Inn & Suites,10599 Professional Circle RenoNV 89521,7753362222,http://hamptoninn3.hilton.com/en/hotels/nevada/hampton-inn-and-suites-reno-RNOHSHX/index.html,2.0,1,0,1,1,0,0,0,1,1,1,1,1,0,0
Reno,NV,Hilton Garden Inn,9920 Double R Boulevard RenoNV 89521,7758509700,https://www.booking.com/hotel/us/hilton-garden-inn-reno.htm,3.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Reno,NV,Holiday Inn Express & Suites,2375 Market Street RenoNV 89502,7752297070,https://www.ihg.com/holidayinnexpress/hotels/us/en/reno/rnosm/hoteldetail,2.0,1,1,1,1,0,0,0,1,1,1,1,1,0,0
Reno,NV,Homewood Suites by Hilton,5450 Kietzke Lane RenoNV 89511,7758537100,http://homewoodsuites3.hilton.com/en/hotels/nevada/homewood-suites-by-hilton-reno-RNOHWHW/index.html,3.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Reno,NV,Vagabond Inn,3131 S.Virginia Street RenoNevada 89502,7758257134,https://www.vagabondinn.com/vagabond-inn-reno,2.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
Reno,NV,Knights Inn,660 N Virginia St RENO,"",https://www.booking.com/hotel/us/knights-inn-reno.htm,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Reno,NV,Staybridge Suites,10559 Professional Circle RenoNV 89521,7756578999,http://www.ihg.com/staybridge/hotels/us/en/reno/rnocd/hoteldetail,3.0,0,0,1,0,0,0,0,1,1,1,1,1,0,0
Reno,NV,Super 8 Meadow Wood Courtyard,5851 South Virginia Street RenoNV 89502,7758294600,http://www.meadowwoodcourtyard.com/,3.0,1,0,1,1,0,0,0,1,0,1,1,1,0,0
Reno,NV,University Inn,1651 North Virginia Street RenoNV 89503,7753293464,http://www.super8.com/hotels/nevada/reno/super-8-reno-university-area/hotel-overview,2.0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
Reno,NV,Americas Best Value Inn  ( Ex. Super 8   Area),1900 East Greg Street I 80 Exit 21 I-80 Exit 21 SparksNV 89431,7753588884,http://www.super8.com/hotels/nevada/sparks/super-8-sparks-reno-area/hotel-overview?WID=LC:SE:20150901:Rio:Local,2.0,0,0,1,1,0,0,0,1,1,1,1,1,1,1
Reno,NV,Plaza On The River,121 West Street RenoNevada 89501,7757862200,http://www.plazaresortclub.com,3.0,0,0,1,1,0,0,0,1,0,1,1,0,0,1
Reno,NV,Residence Inn,9845 Gateway Drive RenoNV 89521,7758538800,https://www.booking.com/hotel/us/residence-inn-reno.htm,3.0,1,0,1,1,1,0,0,1,1,1,1,1,0,0
Reno,NV,Renaissance  Downtown Hotel,One South Lake Street RenoNevada 89501,7756823900,http://www.marriott.com/hotels/travel/rnobr-renaissance-reno-downtown-hotel/,4.0,1,0,1,1,0,0,0,1,1,1,1,1,0,0
Reno,NV,Motel 6  Livestock Events Center,"866 North Wells Avenue I-80 at North Wells Avenue, Exit #14RenoNevada 89512",7757869852,http://www.motel6.com/reservations/motel_detail.aspx?num=4744,2.0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
Reno,NV,Motel 6  Virginia Plumb,1901 S Virginia Street RenoNV 89502,7758270255,https://www.booking.com/hotel/us/motel-6-reno-virginia-plumb.htm,2.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Reno,NV,Motel 6  West,1400 Stardust St RenoNevada 89503,7757477390,http://www.motel6.com/en/motels.nv.reno.198.html,2.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Reno,NV,Motel 6  Airport,2405 Victorian Ave SparksNevada 89431,7753581080,http://www.motel6.com/en/motels.nv.sparks.740.html,2.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
Reno,NV,SureStay Plus Hotel by Best Western  Airport,1981 Terminal Way RenoNevada 89502,7753486370,https://www.bestwestern.com/de_DE/book/hotel-details.52017.html,2.0,0,1,1,1,0,0,0,1,0,1,1,1,0,0
Reno,NV,Best Western Plus - Hotel,55 East Nugget Avenue SparksNevada 89431,7753586900,http://www.ihg.com/holidayinn/hotels/gb/en/sparks/rnosv/hoteldetail,3.0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
Reno,NV,Econo Lodge new   Convention Center,1885 S Virginia St RenoNevada 89502,7753291001,https://www.choicehotels.com/nevada/reno/econo-lodge-hotels/nv049,2.0,0,0,1,0,1,0,0,1,0,0,1,1,0,1
Reno,NV,Quality Inn & Suites,2050 Market St RenoNV 89502,7757862500,https://www.choicehotels.com/nevada/reno/quality-inn-hotels/nv041,2.0,1,1,1,1,0,0,0,1,0,0,1,1,0,0
Reno,NV,Baymont by Wyndham,2050B Market St NV 89502 Reno,7757862506,http://www.baymontinns.com/hotels/nevada/reno/baymont-inn-and-suites-reno/hotel-overview?WID=LC:BU:20160226:RIO:Local:SM-bumotn,2.0,0,1,1,1,0,0,0,1,1,1,1,1,0,0
Reno,NV,Hampton Inn & Suites  West,900 Ambassador Drive RenoNevada 89523,7754705555,http://hamptoninn3.hilton.com/en/hotels/nevada/hampton-inn-and-suites-reno-west,2.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Reno,NV,Travelodge By Wyndham,636 N. Virginia St. RenoNevada 89501,7757861015,http://www.wyndhamhotels.com/travelodge/reno-nevada/travelodge-reno/overview,2.0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
Reno,NV,Thunderbird Resort Club,200 Nichols Blvd SparksNevada 89431,7753591141,http://thunderbirdresortclub.com/,3.0,1,0,1,1,0,0,0,1,0,1,1,0,0,1
Reno,NV,Victorian Inn,1555 Victorian Avenue SparksNevada 89431,7753313203,https://www.booking.com/hotel/us/victorian-inn-sparks.html,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Reno,NV,WorldMark,250 North Arlington Avenue RenoNevada 89501,7753489400,https://www.worldmarktheclub.com/resorts/re/,3.0,1,0,1,1,0,0,0,1,0,1,1,1,0,0
Reno,NV,Courtyard  Downtown Riverfront,1 Ballpark Lane RenoNevada 89501,7753240400,http://www.courtyardrenodowntown.com,3.0,1,0,1,1,0,0,0,1,1,1,1,1,0,0
Reno,NV,Hampton Inn & Suites  sparks,200 Legends Bay Drive SparksNevada 89434,7753512220,http://hamptoninn3.hilton.com/en/hotels/nevada/ham,2.0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
Reno,NV,Studio 6  Nv Tahoe  Industrial Center,795 Usa Parkway MccarranNevada 89434,7754732498,https://www.staystudio6.com/en/motels.nv.mccarran,2.0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
Reno,NV,WoodSpring Suites,140 Salomon Court SparksNevada 89434,7755018700,http://www.woodspring.com/extended-stay-hotels/loc,2.0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
Reno,NV,Residence Inn by Marriott,300 Legends Bay Drive SparksNevada 89434,7753313342,http://www.marriott.com/hotels/travel/rnosp-reside,3.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Reno,NV,Home2 Suites by Hilton,1111 Meadowood Mall Link Reno,"",http://home2suites3.hilton.com/en/hotels/nevada/ho,3.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
Reno,NV,Howard Johnson by Wyndham Downtown,"660 North Virginia Street, Reno, NV 89501, United States",7757864032,https://www.booking.com/hotel/us/howard-johnson-by-wyndham-downtown-reno.htm,2.0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
Reno,NV,Days Inn by Wyndham  South,5851 South Virginia Street,7758252940,http://www.daysinn.com/hotels/nevada/reno/days-inn-airport/hotel-overview,2.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
Goleta,CA,"The Ritz-Carlton Bacara,",8301 Hollister Avenue Santa BarbaraCalifornia 93117,8059680100,http://www.ritzcarlton.com/en/hotels/california/santa-barbara,5.0,1,0,1,1,1,0,0,1,1,1,1,1,1,0
Goleta,CA,The Goodland A Kimpton Hotel,5650 Calle Real Santa BarbaraCalifornia 93117,8059646241,https://www.thegoodland.com/,4.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Goleta,CA,Courtyard,401 Storke Road GoletaCalifornia 93117,8059680500,https://www.marriott.de/hotels/travel/sbacy-courtyard-santa-barbara-goleta/,3.0,1,0,1,1,0,0,0,1,1,1,1,1,1,0
